years_experience,education_level,job_category,company_size,salary,num_employees
2,MBA,Software Developer,Small,52462,245
1,Master,Software Developer,Small,44719,214
5,PhD,Data Analyst,Large,54926,6540
3,PhD,Software Developer,Small,53655,300
7,Master,QA Engineer,Large,53976,7351
13,Bachelor,Software Developer,Small,49053,278
18,MBA,QA Engineer,Large,73663,6128
7,PhD,Project Manager,Small,49813,457
1,Bachelor,Data Analyst,Medium,37436,1182
5,Bachelor,QA Engineer,Medium,47114,1370
17,Master,Project Manager,Large,57645,6730
8,Master,Business Analyst,Large,42333,7558
15,Master,Software Developer,Medium,55027,1707
20,Bachelor,Data Scientist,Large,62467,5779
4,MBA,Data Scientist,Large,60757,7859
2,Master,QA Engineer,Medium,46203,1668
5,MBA,Data Analyst,Small,65863,467
1,Master,QA Engineer,Large,47268,9175
5,Bachelor,Project Manager,Large,38102,2469
6,MBA,Project Manager,Small,72011,268
2,MBA,QA Engineer,Small,58434,50
1,Bachelor,QA Engineer,Large,40313,6884
4,MBA,Business Analyst,Large,61035,3373
7,Bachelor,Project Manager,Small,47456,70
1,Bachelor,Business Analyst,Large,34670,2120
1,PhD,QA Engineer,Small,45970,221
8,Master,Data Analyst,Small,52221,473
20,PhD,Software Developer,Large,76864,4235
16,Bachelor,Project Manager,Large,61817,3885
13,Bachelor,Data Scientist,Small,49708,157
18,MBA,Business Analyst,Large,82056,8799
20,Bachelor,Project Manager,Small,61696,384
10,Bachelor,Software Developer,Medium,48318,1682
12,Bachelor,Business Analyst,Medium,51389,1517
1,Master,Project Manager,Small,42048,383
10,PhD,Business Analyst,Small,62411,399
9,PhD,Business Analyst,Large,50325,6781
3,Master,QA Engineer,Small,36996,357
19,Master,QA Engineer,Small,60277,306
9,Master,Business Analyst,Large,55711,7697
10,PhD,Business Analyst,Large,62057,8166
19,PhD,Data Scientist,Medium,71474,551
16,Bachelor,Software Developer,Small,61608,486
18,PhD,Software Developer,Small,67354,116
14,MBA,Data Analyst,Medium,74939,1658
3,PhD,Data Analyst,Small,49780,466
2,Master,Data Analyst,Large,41897,5873
1,PhD,QA Engineer,Small,56894,60
18,Bachelor,QA Engineer,Large,56547,6287
9,PhD,Data Scientist,Small,59989,392
13,Master,QA Engineer,Medium,56514,876
2,MBA,Data Analyst,Large,58192,2989
7,Master,Project Manager,Large,51897,7951
16,MBA,Business Analyst,Medium,69916,517
19,Bachelor,Data Analyst,Large,53360,3435
15,Bachelor,Data Scientist,Medium,53594,1731
11,PhD,Business Analyst,Small,60085,474
1,Bachelor,QA Engineer,Medium,40708,633
7,Bachelor,Business Analyst,Small,49312,394
20,Master,Project Manager,Large,59614,9812
8,Master,Data Scientist,Large,45348,4466
10,PhD,QA Engineer,Medium,58422,1461
5,PhD,Software Developer,Small,51853,373
9,PhD,Data Analyst,Medium,59177,1927
1,PhD,Project Manager,Large,53936,2136
2,Master,Project Manager,Large,45039,7877
19,PhD,Data Analyst,Small,74137,281
14,PhD,Data Scientist,Small,62546,354
20,Bachelor,Data Scientist,Large,56251,2549
10,PhD,Project Manager,Large,56787,7869
9,MBA,Data Analyst,Small,65233,237
10,Bachelor,Business Analyst,Medium,48777,1136
6,Master,Software Developer,Medium,47930,842
17,MBA,Software Developer,Small,73581,479
6,PhD,Data Scientist,Small,55181,65
4,Bachelor,Data Scientist,Small,38143,261
20,PhD,Business Analyst,Large,65945,6178
3,Bachelor,Data Scientist,Medium,42929,1013
19,PhD,Software Developer,Small,70522,339
18,MBA,Data Analyst,Medium,77970,652
4,Master,Project Manager,Large,47035,3704
8,MBA,Software Developer,Large,64815,4363
17,MBA,Business Analyst,Small,77886,73
5,Master,Data Analyst,Small,56731,431
13,Bachelor,Data Analyst,Small,57285,57
1,Bachelor,Project Manager,Small,33612,168
13,Master,Software Developer,Medium,47803,1378
4,PhD,Data Analyst,Small,57716,373
14,Bachelor,Data Analyst,Medium,55211,1401
3,MBA,Data Scientist,Large,62268,4310
5,Master,Data Analyst,Large,44155,5261
7,MBA,Business Analyst,Medium,61347,926
1,Bachelor,Data Analyst,Medium,37982,1243
12,Master,Data Scientist,Small,57152,463
11,Master,QA Engineer,Small,64435,358
8,Bachelor,QA Engineer,Small,49676,102
6,Bachelor,Business Analyst,Large,44470,9284
2,Master,Project Manager,Medium,29539,656
19,PhD,Project Manager,Medium,72069,508
20,Master,Business Analyst,Medium,65731,1468
20,PhD,Data Analyst,Medium,66377,1665
14,MBA,Data Analyst,Small,75886,498
1,PhD,QA Engineer,Small,55763,204
10,PhD,QA Engineer,Medium,69696,1440
16,Bachelor,Software Developer,Small,55866,318
4,Master,QA Engineer,Large,43111,4585
11,MBA,QA Engineer,Small,75365,263
16,Master,Business Analyst,Large,56355,8221
20,PhD,Software Developer,Large,72909,6575
1,PhD,Project Manager,Medium,43354,1282
16,PhD,Software Developer,Medium,72864,835
19,Master,Data Analyst,Small,60843,184
9,PhD,Data Analyst,Medium,63249,1382
9,Master,Software Developer,Large,52174,5878
9,MBA,Software Developer,Large,69701,8301
17,MBA,Data Analyst,Small,74953,460
12,Master,Business Analyst,Large,57051,6681
13,MBA,Business Analyst,Medium,76363,800
8,Bachelor,Business Analyst,Small,43215,469
16,PhD,Business Analyst,Small,69121,116
18,PhD,Data Analyst,Small,75872,413
1,PhD,Data Scientist,Medium,44854,1715
1,Bachelor,QA Engineer,Large,33913,8657
12,PhD,QA Engineer,Medium,58850,799
6,Master,QA Engineer,Small,47095,361
9,PhD,QA Engineer,Large,51532,9973
5,Master,Data Analyst,Small,47517,131
16,MBA,Data Scientist,Medium,83994,847
18,Master,Data Analyst,Small,63234,319
17,Master,Data Scientist,Medium,71841,1335
18,Master,Data Analyst,Small,54878,434
1,PhD,Software Developer,Small,43227,344
19,Bachelor,Data Scientist,Small,50397,68
8,Bachelor,QA Engineer,Medium,32641,987
3,Master,Data Scientist,Medium,45094,878
5,PhD,Project Manager,Medium,48346,713
8,Bachelor,Business Analyst,Medium,34708,1396
19,MBA,Data Scientist,Medium,77099,1179
18,MBA,Project Manager,Large,77733,6932
18,PhD,Business Analyst,Small,71228,372
1,MBA,Project Manager,Medium,56404,1903
15,MBA,Business Analyst,Large,76851,8085
18,MBA,Software Developer,Large,72911,9162
7,Bachelor,Data Scientist,Small,39350,391
16,MBA,Project Manager,Small,81463,224
16,Master,Software Developer,Small,68426,228
15,Master,QA Engineer,Medium,52313,887
6,MBA,Data Scientist,Small,64353,242
9,Master,Data Analyst,Small,47306,440
7,Bachelor,Data Analyst,Small,39359,352
14,PhD,Data Analyst,Large,65959,8427
11,Master,Project Manager,Medium,55537,797
16,MBA,Project Manager,Small,72996,312
6,PhD,Business Analyst,Large,53361,9950
16,PhD,Data Analyst,Medium,61629,1223
20,MBA,QA Engineer,Small,85606,378
16,Master,Project Manager,Large,59784,5612
12,Bachelor,Data Scientist,Medium,45765,1622
17,Master,Project Manager,Small,61150,422
5,Master,Data Scientist,Small,45396,161
13,Bachelor,Project Manager,Large,47652,8045
8,PhD,Business Analyst,Small,53194,273
5,Bachelor,Business Analyst,Large,37025,2043
12,Bachelor,Business Analyst,Large,44870,6599
9,MBA,QA Engineer,Large,67052,7355
3,MBA,Project Manager,Medium,57877,866
3,Master,Data Scientist,Large,54823,6958
1,MBA,Project Manager,Medium,60447,629
18,Bachelor,Software Developer,Small,58938,107
12,Bachelor,Business Analyst,Medium,48836,1405
9,MBA,Data Analyst,Large,65209,6190
9,MBA,Software Developer,Small,59502,413
18,MBA,Software Developer,Large,71641,3058
18,Bachelor,Business Analyst,Large,52152,3945
7,PhD,Data Analyst,Small,48341,291
4,PhD,Business Analyst,Large,52383,3911
13,MBA,Business Analyst,Medium,63504,1921
17,Master,Data Analyst,Small,62921,401
2,Master,Software Developer,Small,42498,489
14,PhD,Software Developer,Small,72685,129
3,MBA,Project Manager,Large,60962,8728
5,Bachelor,Data Analyst,Large,36365,3716
14,Master,Software Developer,Small,51017,374
3,Master,QA Engineer,Medium,52083,1328
7,Bachelor,Business Analyst,Large,39925,9663
18,Bachelor,QA Engineer,Large,54255,9348
13,MBA,QA Engineer,Large,69665,3030
10,Bachelor,Project Manager,Medium,47752,1806
13,Bachelor,Project Manager,Large,59104,6876
16,Bachelor,Project Manager,Large,56010,9763
9,PhD,QA Engineer,Medium,59148,576
2,Bachelor,Data Scientist,Medium,37973,1856
5,Master,Data Scientist,Large,47319,3778
17,MBA,QA Engineer,Small,80446,467
4,MBA,Business Analyst,Small,58210,225
17,MBA,QA Engineer,Medium,73883,1193
9,PhD,QA Engineer,Large,63662,5772
20,Master,Project Manager,Medium,62207,1275
2,Bachelor,Project Manager,Medium,35134,715
18,Master,Project Manager,Small,68741,401
11,MBA,Data Scientist,Medium,67679,1976
13,Bachelor,QA Engineer,Medium,51016,1999
8,MBA,Business Analyst,Large,63863,9643
1,MBA,Business Analyst,Large,54520,7998
17,MBA,Project Manager,Medium,74854,565
12,Master,Project Manager,Medium,54003,1992
4,Master,QA Engineer,Large,50254,7853
13,MBA,Business Analyst,Small,67128,215
9,MBA,QA Engineer,Large,76568,3522
7,Bachelor,Data Scientist,Large,41074,3576
5,MBA,QA Engineer,Large,66346,2218
5,MBA,Project Manager,Large,54865,7625
17,MBA,Software Developer,Large,73068,6016
9,MBA,Data Scientist,Small,65695,473
6,Master,Business Analyst,Large,43861,9389
19,MBA,Business Analyst,Large,81696,2680
16,PhD,Project Manager,Small,70018,388
2,MBA,Project Manager,Medium,54859,1113
10,Master,Data Scientist,Small,43924,146
16,PhD,Project Manager,Large,70334,9319
5,PhD,Software Developer,Medium,54399,1486
15,MBA,Data Scientist,Small,71573,462
13,MBA,Project Manager,Medium,68707,1087
13,Master,Data Analyst,Small,53081,169
13,PhD,Software Developer,Small,67837,214
15,PhD,Data Scientist,Medium,64319,957
14,Master,Data Analyst,Medium,64699,1948
8,MBA,QA Engineer,Medium,77456,1420
11,Bachelor,Software Developer,Medium,52514,1127
18,Bachelor,QA Engineer,Large,68884,4333
4,PhD,Data Analyst,Small,56320,292
10,PhD,Business Analyst,Large,58186,2384
1,MBA,Business Analyst,Small,65396,184
5,Bachelor,Project Manager,Large,41209,4327
13,PhD,Business Analyst,Large,75759,6883
1,MBA,QA Engineer,Small,54659,283
8,Bachelor,Software Developer,Large,50259,4997
3,Master,QA Engineer,Medium,44628,1933
3,PhD,QA Engineer,Medium,46259,953
7,Master,Business Analyst,Large,44931,9935
4,Bachelor,QA Engineer,Large,28786,9815
3,MBA,Data Analyst,Small,59271,129
15,MBA,Data Scientist,Small,76606,88
8,Bachelor,Data Scientist,Large,34777,2208
3,Master,Data Scientist,Small,29010,301
7,MBA,Project Manager,Medium,59927,1353
18,PhD,Business Analyst,Medium,70107,1011
11,Master,Business Analyst,Medium,49210,1882
11,Master,Data Scientist,Small,54973,406
17,PhD,Software Developer,Small,65470,195
6,Bachelor,Project Manager,Small,36210,443
8,MBA,Data Scientist,Small,69204,233
1,Master,QA Engineer,Large,43744,2094
10,MBA,Data Scientist,Large,66112,9875
19,MBA,Data Scientist,Large,69409,2865
3,Master,Software Developer,Large,41866,8688
4,Bachelor,Business Analyst,Medium,36253,941
11,Master,Business Analyst,Small,51394,328
15,Bachelor,QA Engineer,Medium,49654,1978
1,PhD,Data Scientist,Small,47445,136
9,Bachelor,Data Analyst,Large,45026,8876
11,Bachelor,QA Engineer,Medium,53511,1280
19,Master,Business Analyst,Small,60121,489
13,MBA,Software Developer,Large,72001,2115
16,MBA,Business Analyst,Small,70574,277
4,Bachelor,Business Analyst,Small,37131,466
1,Bachelor,Software Developer,Large,33903,9227
20,Master,Data Scientist,Medium,69483,581
13,Bachelor,Data Scientist,Small,49674,478
1,Master,Business Analyst,Large,41266,5154
5,PhD,QA Engineer,Small,51537,155
5,Bachelor,Data Analyst,Small,41241,125
14,PhD,QA Engineer,Small,63879,261
14,Bachelor,Project Manager,Medium,50040,1208
8,Bachelor,QA Engineer,Medium,35827,1554
4,PhD,Business Analyst,Medium,49768,898
7,PhD,Business Analyst,Medium,56951,771
20,Master,Data Analyst,Large,68373,3357
19,Master,Data Analyst,Medium,56109,1684
15,PhD,Data Analyst,Small,59211,428
4,Bachelor,Business Analyst,Large,37693,9000
19,Master,Business Analyst,Small,61404,467
9,Bachelor,QA Engineer,Medium,35505,796
13,MBA,Business Analyst,Small,71467,439
14,Master,Project Manager,Small,62431,169
14,Master,Data Scientist,Small,53811,443
10,Master,Data Scientist,Small,51961,251
16,MBA,Data Analyst,Medium,76491,1911
5,PhD,Business Analyst,Small,52997,372
6,Bachelor,Project Manager,Small,39803,215
2,MBA,Data Scientist,Small,55212,141
13,PhD,QA Engineer,Small,63173,384
13,Master,Software Developer,Medium,59765,1364
19,PhD,QA Engineer,Small,70590,477
18,PhD,Software Developer,Large,73722,3408
19,PhD,Project Manager,Large,69621,5838
1,Bachelor,QA Engineer,Small,36149,304
8,PhD,Data Scientist,Small,63374,314
16,PhD,Business Analyst,Medium,62463,847
2,PhD,Software Developer,Large,53763,4938
8,PhD,Business Analyst,Medium,58578,702
6,MBA,Project Manager,Small,59948,245
16,MBA,Business Analyst,Large,69474,2917
11,PhD,Data Scientist,Large,60921,7869
17,PhD,Project Manager,Medium,68898,1458
19,PhD,Data Analyst,Small,77492,151
11,Master,Data Analyst,Large,54770,6995
8,PhD,Software Developer,Medium,49415,1437
4,PhD,Data Scientist,Large,53801,2610
11,MBA,Business Analyst,Small,75253,419
8,MBA,QA Engineer,Small,65847,300
9,MBA,QA Engineer,Small,68207,463
2,Bachelor,Project Manager,Medium,28690,924
16,Master,Software Developer,Small,64884,367
6,PhD,Software Developer,Medium,50831,1638
19,MBA,Software Developer,Large,72269,8833
8,Bachelor,Data Scientist,Small,42174,82
14,PhD,QA Engineer,Medium,65061,1035
16,PhD,Project Manager,Medium,63208,1055
12,MBA,Data Scientist,Medium,73436,567
5,PhD,Project Manager,Small,47196,189
19,PhD,Data Scientist,Medium,71109,1151
18,PhD,Business Analyst,Small,64858,168
9,MBA,Data Scientist,Small,65059,241
2,Bachelor,Data Scientist,Large,44492,5315
20,PhD,Business Analyst,Large,73053,5190
12,Bachelor,Data Analyst,Small,50633,125
2,PhD,Business Analyst,Large,45078,9270
10,MBA,Software Developer,Medium,66272,1706
1,Bachelor,Data Analyst,Small,33760,212
4,MBA,QA Engineer,Large,50096,3760
12,Master,Project Manager,Medium,56710,759
9,PhD,Data Scientist,Small,52128,151
4,Master,Data Analyst,Medium,43799,1270
9,Master,QA Engineer,Small,52381,111
6,Master,Business Analyst,Large,44365,4319
1,PhD,Business Analyst,Medium,43364,1476
10,MBA,Software Developer,Large,70247,7561
14,Master,Software Developer,Medium,49863,1421
18,Bachelor,Data Analyst,Medium,52886,558
6,PhD,Project Manager,Medium,54929,613
18,MBA,Data Scientist,Medium,76394,1788
20,MBA,Business Analyst,Large,77946,7356
16,Master,Data Analyst,Medium,66699,1280
15,PhD,Data Analyst,Large,68249,2546
16,Master,Project Manager,Medium,63457,1656
8,Bachelor,Data Analyst,Small,41626,422
13,MBA,Software Developer,Small,78929,194
11,MBA,Project Manager,Medium,65583,1122
7,PhD,Business Analyst,Small,57621,339
17,MBA,Software Developer,Medium,77393,1902
18,PhD,Software Developer,Large,65963,9883
19,Master,Project Manager,Small,57297,132
13,Bachelor,Project Manager,Medium,49964,552
15,PhD,Data Analyst,Medium,62984,623
1,Master,QA Engineer,Large,35323,4403
16,Bachelor,QA Engineer,Large,51416,4418
5,MBA,QA Engineer,Medium,65125,560
3,Bachelor,Data Analyst,Medium,35155,888
10,Bachelor,Data Scientist,Medium,50801,1343
19,Bachelor,Business Analyst,Medium,60516,1487
5,MBA,Data Analyst,Medium,63131,1981
7,PhD,Data Analyst,Medium,66502,1908
14,PhD,Software Developer,Large,60711,6397
3,Bachelor,QA Engineer,Small,41007,494
13,Master,Project Manager,Medium,55831,1942
13,Master,Data Analyst,Medium,55985,1318
10,Bachelor,Data Scientist,Large,34201,4997
2,Bachelor,Business Analyst,Small,34428,133
6,Master,Data Scientist,Large,45104,3094
8,Bachelor,Data Analyst,Large,44914,4691
4,Bachelor,Data Analyst,Medium,33066,949
12,PhD,Software Developer,Medium,60847,1080
15,PhD,Data Scientist,Large,60980,3099
8,Bachelor,Software Developer,Medium,39968,1684
7,Bachelor,Project Manager,Medium,34461,1858
14,MBA,Data Scientist,Medium,64673,820
19,PhD,QA Engineer,Small,67990,111
14,Bachelor,Project Manager,Small,56659,151
13,MBA,QA Engineer,Medium,70322,871
1,MBA,Data Scientist,Large,56411,5245
19,MBA,Software Developer,Small,80278,283
1,MBA,QA Engineer,Large,52019,2837
4,PhD,Data Analyst,Medium,46293,1104
10,MBA,Business Analyst,Large,69156,7008
3,PhD,Software Developer,Large,49895,7584
20,MBA,Project Manager,Small,82526,144
9,MBA,Project Manager,Large,62582,4283
3,Master,Data Scientist,Large,48312,9427
6,PhD,Project Manager,Small,49747,315
6,Master,Business Analyst,Medium,48249,1291
12,Master,Business Analyst,Large,57801,2902
1,MBA,Data Analyst,Medium,52114,1020
16,PhD,Project Manager,Medium,59652,918
5,Bachelor,Software Developer,Medium,37294,816
9,MBA,Business Analyst,Small,65342,483
10,PhD,Software Developer,Medium,57808,827
13,Master,Data Analyst,Large,62387,6963
15,PhD,Data Scientist,Medium,61096,1034
12,MBA,Business Analyst,Medium,75054,945
5,PhD,Business Analyst,Medium,58107,927
5,Master,Business Analyst,Large,45476,9494
18,PhD,Project Manager,Medium,60222,686
12,PhD,Software Developer,Medium,57606,1220
3,Master,Business Analyst,Medium,47975,1102
7,MBA,Software Developer,Small,62799,168
17,Bachelor,Project Manager,Large,61410,2677
19,Master,QA Engineer,Small,62775,377
18,Master,QA Engineer,Large,56281,4083
1,MBA,Software Developer,Medium,57253,818
5,MBA,Project Manager,Large,70905,8505
2,PhD,QA Engineer,Large,46680,5511
1,Master,Data Analyst,Large,49115,8112
7,PhD,Data Analyst,Large,68780,3046
11,PhD,QA Engineer,Small,56631,357
11,MBA,Data Scientist,Large,60623,2219
18,MBA,Software Developer,Small,72150,440
17,PhD,QA Engineer,Small,63011,475
2,Master,Software Developer,Medium,39873,1790
7,Master,Project Manager,Large,49668,4075
7,PhD,QA Engineer,Medium,46258,1719
10,Bachelor,Data Analyst,Large,46922,5616
3,Bachelor,Project Manager,Small,41797,362
12,MBA,Data Scientist,Small,70235,210
3,Master,Software Developer,Small,47714,487
11,PhD,Data Scientist,Large,63279,8869
12,PhD,Data Analyst,Large,69612,4598
4,Master,Business Analyst,Large,41297,8677
16,MBA,Business Analyst,Large,86921,4236
20,MBA,Software Developer,Large,75552,7571
18,Bachelor,Project Manager,Medium,52274,1860
4,Master,Data Analyst,Large,44903,4903
6,Master,Software Developer,Medium,48710,998
15,PhD,Project Manager,Large,67105,6794
1,Master,Software Developer,Large,48422,8647
3,Bachelor,Software Developer,Large,49899,6303
5,Master,Data Scientist,Large,48290,7361
17,PhD,QA Engineer,Small,77236,288
14,Bachelor,Data Analyst,Small,58298,283
9,PhD,Data Scientist,Medium,48695,589
3,Master,Project Manager,Medium,47497,1008
13,MBA,QA Engineer,Large,60446,5693
3,Master,Software Developer,Large,49851,9228
