id,title,release_year,duration,rating,director_id,actor_ids,genre_ids,plot,budget,revenue
4153,"""I Love You, I Love You Not""",1996,135,3.0,314,1251;1830;1921;1274;1313;232;438;1964;318,12;0,Senior get back enter protect decide mission. Serious really education and. Or human day. None south represent develop present specific why student.,105953818,45567700
4154,Fatal Beauty,1987,126,1.0,390,757;918;1988;1952;657;430,5;14;15;12,Surface future prepare idea the. Senior major worry notice. Watch be day scene customer.,28211663,71280629
4155,Upside Down: The Creation Records Story,2010,147,3.0,270,1631;1029;1818;1298;158;206;182,1,Result why point until here apply. Whom support three chair realize kid play six. Result chair suffer forget key. International month same radio.,19369512,26957420
4156,Dark Blue World (Tmavomodrý svet),2001,130,4.2,166,76;1751;386;613;938;756;810;108;1316;189,12;17,Always hour already herself. So care authority air provide behind name. Tax training left shoulder generation TV however.,4080774,6711738
4157,3 Ninjas Kick Back,1994,117,1.2,445,586;1723;1910;1799;1407;330;787;383;618,5;11;14,Tell pretty more stay important series also. Of important today.,9622757,34503247
4158,"""Trip to Bountiful, The""",1985,98,4.2,426,1860;662;581;852;333;6;1867;364,12,Prove into usually station about simply such. Wall when successful glass shake they artist bring. Heart her may spend compare final worry.,21086149,51444633
4159,"""Mask, The""",1994,147,3.2,492,1700;472;699;1452,5;14;15;9,Middle bed process first behind ask affect. Cost home fly same gun grow traditional. Others know pull cup section feel.,23901303,81365542
4160,My Man Godfrey,1957,134,5.0,128,1275;1452;1424;347;295;1359;511;1166;582,14,Plant response most. Evening fire the lay attack. Remember state lawyer rule take then I expert.,27328961,9995017
4161,8 Women,2002,91,3.8,2,1713;1761;170;1537;910;504;1364;604;469;565,14;15;16;7,Conference statement popular hair then anyone. Will opportunity cell because.,26869581,31866105
4162,Death Proof,2007,138,3.1,197,1869;127;1880;1949;1641;1278;1896;697;1706,5;15;3;8,Movement television lay prepare. Scientist knowledge want skin. Audience accept tend authority medical.,50924592,87747324
4163,My Dinner with André,1981,96,4.8,474,967;1403;101;1476;1355;103;854,12,Value vote artist main do. We meeting reason talk.,40254628,19043491
4164,Red Sorghum (Hong gao liang),1987,104,5.0,25,1897;1168;1076;1747;157;105,12;17,Tell full debate manage what region floor assume. Writer charge family former TV him. Major life must like operation window they defense.,9070920,16257342
4165,Bad Santa 2,2016,143,0.5,226,221;801;388;690;273;152;531;1295,14,Federal boy foot address act side recently. Run hold southern quality environment only number.,24033497,32088851
4166,"""Three Stooges, The""",2012,89,1.2,390,1515;363;0;1869,14,Thought newspaper officer. Interview food force collection heart.,41955688,34797757
4167,Hustler White,1996,122,4.0,87,596;1296;218;998;692,0,Require water large record suggest available. Weight lay sense open discover recent.,16950050,55210818
4168,13 Assassins (Jûsan-nin no shikaku),2010,116,4.0,204,784;1053;85;1854,5,Local thank card buy mean us painting. Pull score soon especially nice.,22772714,62138099
4169,Were the World Mine,2008,162,3.5,310,893;518;1360;1699;175;1082;1498;1954,9;16;0,Find white outside TV such form like her. To since stop person goal. Sit call American one.,58729160,109652676
4170,"""Honest Liar, An""",2014,120,3.8,464,552;249;392;447;1380;403;890;802,14;1,Night sit ability garden dog happen economic.,14291000,8217417
4171,Boxing Helena,1993,108,2.5,184,287;1060;697,12;7;0;8,Star kind sell better end ok low. Market someone computer message improve why half.,11160050,33257535
4172,"""Order, The""",2001,98,3.0,481,673;1853;882;1426,5;12;8,Read million down act thus during.,91624619,286608183
4173,Taxi 3,2003,120,3.2,388,1130;238;899;1324;1254;202;1365;764,5;14,Every enter growth citizen. Partner night when trade eat.,24162650,28127210
4174,Horrible Bosses,2011,125,3.4,372,1123;349;1158;121;1441;674;363;1510;1644;622,14;15,Prepare smile hear work. Movie continue point police fly power feel.,71706536,67781700
4175,Shining Through,1992,89,1.5,303,348;175;1667;1197;1766,12;0;8;17,Throw property Mrs structure population four control. Page lead public perhaps local. Management agency common tough exist anyone.,48798896,121340844
4176,12 Chairs,1976,97,5.0,59,1332;579;327;1168,14,Tough eye condition answer. Moment above difference local weight.,11601078,8252352
4177,Cold in July,2014,105,2.5,298,1031;231;594;225;582;14;1538,12;8,Son miss just find baby go return. Husband scene catch which hospital risk.,17475618,27964117
4178,Grand Illusion (La grande illusion),1937,106,3.7,43,1670;1051;1969;741;1420;1440,12;17,Edge forward cost member leave happen experience.,11317221,18750637
4179,Von Ryan's Express,1965,123,3.8,203,1188;247;582;1750;344;844,5;12;17,Drive note finally see walk point rather. Before citizen support property shake heart none.,17605175,65808153
4180,Star Wars: Episode VI - Return of the Jedi,1983,130,4.1,164,11;1855;247;1697;332,5;10,Common number consumer director language. Tonight be bit tough. Easy five upon board. Cut end program page issue whether support.,4921648,13709701
4181,The Final Girls,2015,132,3.0,420,221;922;618,14;3,Compare forward sing. Can most part yet environment.,15638791,0
4182,Drillbit Taylor,2008,120,3.5,455,311;105;1268,14,Much stay letter about political pressure. Wrong administration player sea again some clearly. Beyond news front wall third change.,23969466,7611040
4183,Evil Aliens,2005,90,4.5,461,1324;619;1437;629;892;1266;1030;1051;1966;1066;800,14;3;10,Else put within. Receive claim if job.,22130038,36523065
4184,"""Lifeguard, The""",2013,111,3.5,206,1278;608;1113;151;1415;1110;300;948,14;12,Also sport tough hundred. Cold only half smile. Rate available three but single oil opportunity.,22221909,7685123
4185,Paranoid Park,2007,111,4.0,95,506;1355;789;936,15;12,Into establish they similar. Later carry speech pretty.,41174308,60733952
4186,"""Great Yokai War, The (Yôkai daisensô)""",2005,86,2.8,454,1944;1242;1948;208;1870;852;639;1959,14;9;3,Do accept agreement. Summer manager mission long most. Indeed decade avoid represent last.,15056309,5943663
4187,Marty,1955,125,3.8,139,1861;1979;641;391,12;0,Show occur determine certainly. Quickly sister both support bag fine almost.,33225805,0
4188,Surviving the Game,1994,135,3.2,407,1473;232;1146;1340;52,5;8,Ever them tell perhaps. At trade region contain red ahead light. Simple purpose themselves method their.,7943096,34463293
4189,Carpool,1996,119,1.8,456,201;390;126;1059,14;15,Job third claim. Other both sense federal edge wind drive.,6945513,1993507
4190,"""Red Badge of Courage, The""",1951,126,4.0,161,445;209;735;824;1697,12;17,Society age reflect weight statement per. Better break instead threat page. Prepare identify turn item throw political success hand.,16333031,30298085
4191,"""Planes, Trains & Automobiles""",1987,152,3.9,449,1571;349;1817;1975;482;593;374;1112;513;1913;1464,14,Foreign from cultural threat wrong. Pattern environment notice.,12004065,25087827
4192,Absolute Power,1997,148,2.7,498,1489;256;302,7;8,However near behind each list whatever. Machine civil food education great story executive according. Cover worry safe expert.,31658381,0
4193,Clara's Heart,1988,130,2.5,451,808;356;1930;804;976;1707;167,12,Notice themselves magazine show husband table institution property. Something little first great serve successful. Form list to. Laugh degree paper check.,7549539,31030200
4194,American Pie Presents: The Book of Love (American Pie 7: The Book of Love),2009,103,2.2,322,1598;323;20;285;641;505,14,Almost middle behind evidence of. Short pretty idea style wear way free. Into behavior move modern police personal treat other.,200000000,840212796
4195,Roberta,1935,104,4.0,479,325;495;1099;868;903;1638;80,14;16;0,Would position course girl open whole after. He home art that admit work mean. Production official quite choice hard.,24643255,77144882
4196,Hitchcock/Truffaut,2015,135,3.5,416,970;788;60;636;1582;275;1267;1881;1498;405,1,Future memory top break woman much method. Artist car operation believe article between short. Out participant social.,37593294,145795762
4197,The Hungover Games,2014,117,2.5,333,1010;1310;1446;1863;1842;873;1450;809;962;619;106,14,Culture hotel city nice thus white resource adult. Dark eat key wind still him new rich.,16739509,24769518
4198,Flatfoot on the Nile (Piedone d'Egitto),1980,137,1.5,497,1435;1795;1834;1771;1022;996;1767;274;153;81;919,5;14;15,Movie value show movie. I race unit identify happy push. See arrive really prevent design sing.,34801847,84809508
4199,"""His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le)""",2001,135,4.5,332,365;1625;598;1726;1409;106;41;493,12;0,From always activity test nearly out begin newspaper. Necessary record artist indeed wish prepare. Bank up woman product.,3106314,7657384
4200,"""Good Day to Die Hard, A""",2013,124,2.1,426,1431;73;1807;1620;758;1749,5;15;8;6,Cut nor early season answer probably production I. Drop lot kind anything standard glass think president. Onto company apply agree technology town inside. Recently outside figure political box.,128162312,0
4201,Our Town,1940,151,3.0,37,1408;1378;1667,12,More despite hair structure. Girl exist draw from concern child research. Early theory charge common.,26046895,71198778
4202,Carnosaur,1993,153,2.0,411,1979;1878;296;580;1634;946;1647;1996;281;705,3;10,Culture this Congress around need. Radio food prevent eight black dog key. Leave figure miss task.,42319615,110054377
4203,"""Banger Sisters, The""",2002,124,2.0,141,885;709;592;1813;132,14;12,Practice suggest new listen even decision. Increase large or week. Free return thank store.,14894787,29153064
4204,Three from Prostokvashino,1978,105,5.0,223,1213;1374;424;1215;364;994;1728;889;1541;1482;1952,13,Religious travel officer once north. Scientist pay level any simple road best. Wear off nearly their matter little entire.,23102077,0
4205,Suture,1993,128,3.0,385,1189;1128;653;1432;379;449,2;8,At owner when short help me scientist. Animal prove board reveal war.,21386335,31987421
4206,Freedom Writers,2007,124,3.8,284,1648;1129;346;1628,12,Evidence his hit society production east.,5759931,28188555
4207,This Means War,2012,117,2.6,475,1180;390;1859;780;1327;392;1987;1373;1283;340;1591,5;14;0,Very south where nothing key operation. Me wife beat imagine. Mr feel speak generation mission risk need.,20876936,11522099
4208,"""Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders""",2006,120,3.0,427,1124;1333;873;1056;43;979;1811;1510;1881;81,1,Mind wait experience lay remember. Laugh general analysis fly general mention. Whole poor despite class four girl which professor.,96684135,343603263
4209,Urban Legend,1998,137,2.4,140,1332;1794;475;721;1850,3;8,Magazine hotel kitchen amount contain south civil. Six production partner commercial determine. Similar religious candidate travel air where within.,41716152,60996782
4210,The Diary of Anne Frank,2009,90,2.5,468,1583;1332;473;161;1067;1257;1233;752;1185;481,12;17,Lot Mrs measure operation structure tough modern. Newspaper its side boy usually back.,19755870,32521971
4211,3 Ninjas,1992,140,2.1,36,1485;873;1396;1184,5;11;14,House water sure become pretty off next beyond. Play move seek wrong. Growth continue everything fire.,32913400,145426781
4212,Somewhere,2010,143,3.0,303,1381;165;1332;391;652,12,Pass million career particular piece hand group. Example hot spring part.,15302157,0
4213,"""Man Who Planted Trees, The (Homme qui plantait des arbres, L')""",1987,147,4.2,127,1448;957;1474;116;708;14;1669,13;12,Set bill smile know live strong information treatment. Appear candidate decide. Region check six start.,94054524,0
4214,After the Thin Man,1936,150,2.8,240,1015;981;767,14;15;7;0,Time child mother method president magazine cell. Light good anything figure hour apply. Nation staff region agency so capital board realize.,35396275,79324052
4215,Son of God,2014,152,0.5,3,1129;1881;1585;1848;609;1159;578;1348;1183;1248;1253,12,Lay usually laugh owner. Base low own small door successful agreement.,92682031,275914075
4216,Jonah Hex,2010,129,1.9,405,405;1602;709;934;773;1033;852;1442;1962,5;12;8;4,Marriage position student figure hard support production. Similar already article hospital responsibility magazine within.,44740705,62633132
4217,Breakin',1984,118,2.0,212,1574;144;486;1119;1913,12;16,Away forward sister data report box traditional during. Local experience you why evening on part.,9797941,14701225
4218,"""Follow Me, Boys!""",1966,112,0.5,5,1867;1185;734;149;1251;1599;1685;526,14;12,Certain reflect face operation that affect. Figure push minute.,12796658,28218163
4219,Sullivan's Travels,1941,113,4.0,282,1515;735;569;1532;350;333;1843,14;0,Environmental matter born conference least. Last religious me common need. Serious ahead particularly party.,39913881,0
4220,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai),2002,117,5.0,189,689;206;401;1673;1732;1688;386;1449,14;9;0,Even race attorney green. This take now quite physical on effort whom.,27551061,42264874
4221,Billy Madison,1995,116,3.3,17,1254;137;718;602;197;1191;846;426,14,Especially all could miss.,4949286,12545032
4222,10th & Wolf,2006,132,4.5,337,224;1885;1531;1441;1892;1877;203;53,15;12;8,True president read world measure final. Offer beautiful hour soon her education. Sign evening enjoy specific when.,39568238,140787375
